"PC1","PC2","Date","Coin"
-0.948291779413595,-0.0337377983468136,2020-12-09,"ETH"
-1.06152707936312,0.342780711405287,2020-12-10,"ETH"
-1.1082238414692,0.384059874289095,2020-12-11,"ETH"
-1.16050280705903,0.617162703541119,2020-12-12,"ETH"
-1.12413003000518,0.574719789235504,2020-12-13,"ETH"
-1.18091194040616,0.6478218551822,2020-12-14,"ETH"
-1.13858464187084,0.543626986562088,2020-12-15,"ETH"
-0.940848977018705,-0.0354787607410699,2020-12-16,"ETH"
-0.672928606449421,-0.899109311414512,2020-12-17,"ETH"
-0.919113860956152,-0.0235762671083271,2020-12-18,"ETH"
-1.01474023536449,0.231520314477244,2020-12-19,"ETH"
-0.993591943884612,0.187963122896359,2020-12-20,"ETH"
-0.961234543393814,0.0998999616138188,2020-12-21,"ETH"
-0.948659185156527,0.0687701358366203,2020-12-22,"ETH"
-0.943488076056942,0.0260901387616174,2020-12-23,"ETH"
-0.967685403182252,0.107444053483304,2020-12-24,"ETH"
-0.999132322753198,0.172971582917099,2020-12-25,"ETH"
-0.942837767236837,0.0692677236316226,2020-12-26,"ETH"
-0.622981354022254,-0.946714495865733,2020-12-27,"ETH"
-0.617728809338868,-0.764281156134027,2020-12-28,"ETH"
-0.775950678642889,-0.274251197282629,2020-12-29,"ETH"
-0.825818517763087,-0.154631645958257,2020-12-30,"ETH"
-0.90952304258175,0.1516623079791,2020-12-31,"ETH"
-0.921037085474805,0.17570806646618,2021-01-01,"ETH"
-0.722908018884094,-0.362588791722184,2021-01-02,"ETH"
0.0724748542886116,-2.62893509887061,2021-01-03,"ETH"
0.409283710532435,-3.68211655153052,2021-01-04,"ETH"
0.0156509516144458,-2.3013122362372,2021-01-05,"ETH"
0.17543285710924,-2.57086545671682,2021-01-06,"ETH"
0.0610223867560121,-2.19424462887759,2021-01-07,"ETH"
0.177582573266737,-2.53581937610522,2021-01-08,"ETH"
-0.0981240202406939,-1.53988377880322,2021-01-09,"ETH"
0.103786107294684,-2.19773457418518,2021-01-10,"ETH"
0.584634392183334,-4.00017257786356,2021-01-11,"ETH"
-0.052014866489086,-1.91595024239409,2021-01-12,"ETH"
-0.215940379847357,-1.25268034723962,2021-01-13,"ETH"
-0.0713228894511896,-1.53889988268768,2021-01-14,"ETH"
-0.0339247719510988,-1.77427055938321,2021-01-15,"ETH"
-0.0939080918474308,-1.44050914957826,2021-01-16,"ETH"
-0.191423409858517,-1.17165836741528,2021-01-17,"ETH"
-0.268005594769797,-0.860852108562486,2021-01-18,"ETH"
0.365255433415071,-2.77043038431563,2021-01-19,"ETH"
0.384929279593301,-2.72251212967636,2021-01-20,"ETH"
0.252594672312593,-2.65293963747283,2021-01-21,"ETH"
0.241433553072908,-2.47139250559561,2021-01-22,"ETH"
-0.206892051281366,-0.977344984968527,2021-01-23,"ETH"
0.128011165355613,-1.7864834532375,2021-01-24,"ETH"
0.30758793200404,-2.42277495887017,2021-01-25,"ETH"
0.267880671216401,-2.24327304201519,2021-01-26,"ETH"
0.193051474434685,-2.04023439032106,2021-01-27,"ETH"
0.0855622958503155,-1.61690019307926,2021-01-28,"ETH"
0.596749107214699,-3.32349895716706,2021-01-29,"ETH"
-0.0294191291993544,-1.26495996672679,2021-01-30,"ETH"
-0.201748020322811,-0.781421415241664,2021-01-31,"ETH"
-0.0506011063140036,-1.13149470138312,2021-02-01,"ETH"
0.476575637651552,-2.57077302438611,2021-02-02,"ETH"
0.433684645077354,-2.25097030518561,2021-02-03,"ETH"
0.496109630102427,-2.4701643062902,2021-02-04,"ETH"
0.437723121520691,-2.08075105057252,2021-02-05,"ETH"
0.413006774212762,-2.0612218242289,2021-02-06,"ETH"
0.403236929889901,-2.05784986252578,2021-02-07,"ETH"
0.703021228240292,-2.77262802016226,2021-02-08,"ETH"
0.602421918796202,-2.43127679068488,2021-02-09,"ETH"
0.538013674234795,-2.22654292595407,2021-02-10,"ETH"
0.407587170779789,-1.69285063384577,2021-02-11,"ETH"
0.508549273711692,-1.85044610523414,2021-02-12,"ETH"
0.415038949372446,-1.62786757398514,2021-02-13,"ETH"
